product_id,add_to_cart_order,special,user_id,distance,order_number,order_dow,order_hour_of_day,days_since_prior_order
6046,3,0,71189,1.3504012808795836,62,3,0.5416666666666666,5.0
21938,10,50,14923,0.1849837011568043,69,1,0.375,9.0
5206,6,0,122848,0.4934006944239726,58,3,0.5416666666666666,3.0
33401,8,50,99727,0.7937105480542659,97,2,0.7083333333333334,5.0
45007,10,0,164918,1.2380779649239226,22,2,0.25,8.0
1826,3,15,81704,1.529323573778583,95,5,0.4583333333333333,1.0
15399,5,0,55831,0.70822481640003,18,5,0.25,5.0
32864,4,0,120633,2.3357926552965886,84,5,0.6666666666666666,3.0
28204,5,15,154162,2.154831173241641,88,4,0.5416666666666666,0.0
26282,10,50,77965,0.9179700508411326,82,5,0.375,4.0
21137,5,0,159791,1.7324954592994335,86,1,0.4166666666666667,7.0
14161,4,0,93519,0.4188325944489376,55,5,0.2916666666666667,1.0
1063,1,0,49406,1.80545169044898,92,1,0.5416666666666666,4.0
42828,7,0,71884,1.598280691733286,10,1,0.5833333333333334,2.0
47144,1,50,62340,0.8719868088481377,38,0,0.5416666666666666,4.0
24852,1,0,195804,0.9573463231398474,31,4,0.625,2.0
43789,15,0,152411,0.6603594705296563,49,4,0.6666666666666666,1.0
39738,4,30,51437,1.3075446970576716,37,1,0.4583333333333333,0.0
19678,1,15,1868,1.1910693515940431,2,0,0.375,2.0
21616,6,0,139897,0.1871953731227801,45,4,0.8333333333333334,1.0
21903,1,0,11980,1.618093983331522,19,1,0.375,3.0
38689,2,0,99753,0.8793986200559539,71,3,0.4166666666666667,2.0
8958,8,0,32971,0.5612010700696946,81,1,0.5833333333333334,2.0
46969,17,30,119932,0.7951166681540328,38,4,0.4583333333333333,4.0
18883,1,15,146600,0.8425622619266818,62,0,0.4166666666666667,8.0
28020,9,0,90221,1.2812947293709558,51,0,0.6666666666666666,5.0
24852,18,15,69437,1.0344000684515906,50,3,0.25,4.0
2314,24,0,165813,0.9247285302051552,81,6,0.5833333333333334,2.0
4891,6,50,55336,0.5298551210124007,49,2,0.625,1.0
13176,6,0,143768,0.8097184993258466,71,2,0.9166666666666666,2.0
8356,3,15,83011,1.5660318648885307,31,5,0.5416666666666666,1.0
30192,6,15,1563,0.2924948985729059,41,5,0.5416666666666666,2.0
8277,3,0,78879,0.9970260351366014,89,0,0.4166666666666667,1.0
11365,3,0,12473,1.318878017679494,76,2,0.75,2.0
17284,15,0,19300,1.391060032228761,93,3,0.2916666666666667,1.0
7969,5,50,58040,2.00860448007446,13,0,0.5416666666666666,1.0
25837,3,0,12886,0.4137826826762582,35,0,0.5,2.0
11182,9,0,178993,1.2908887506018003,18,1,0.5416666666666666,4.0
43933,8,0,169071,1.7449372158153529,23,3,0.5416666666666666,9.0
35042,15,0,159277,2.47430218701286,82,3,0.5,8.0
42585,6,30,171599,1.0173950831979928,35,2,0.4583333333333333,7.0
23909,12,0,210,0.367535137259658,72,0,0.5833333333333334,3.0
27730,4,0,83011,0.2552102373025263,49,2,0.6666666666666666,1.0
21137,7,0,27679,0.4619798043778515,66,6,0.9166666666666666,1.0
21198,20,30,154917,0.9301188156658564,17,0,0.6666666666666666,4.0
23020,2,15,108546,1.221194799664336,24,6,0.625,2.0
8555,23,50,31617,0.977474396591164,28,2,0.5416666666666666,1.0
13176,3,0,201248,0.699554453989915,8,3,0.2916666666666667,2.0
39877,1,0,157548,2.340236528812329,15,6,0.5,10.0
47766,5,0,111734,0.5993219933115838,34,6,0.375,8.0
22170,13,15,156964,1.4492316805761298,96,5,0.2916666666666667,5.0
35535,7,0,20487,0.6211103887664972,86,1,0.9166666666666666,4.0
12341,1,0,69182,1.4857695601191638,82,3,0.5416666666666666,1.0
25133,11,0,89304,0.3366974330173253,97,0,0.4166666666666667,1.0
10621,8,0,166785,2.1854180900731506,98,6,0.625,7.0
21616,10,0,75825,1.0712467082981376,27,5,0.4583333333333333,4.0
2426,11,0,66588,0.8625644487089629,38,1,0.75,4.0
21938,3,0,81350,1.5756249612562423,27,0,0.5,2.0
13176,1,0,14437,2.1275550366854645,96,1,0.4166666666666667,5.0
5031,5,0,202554,1.2099289980041572,58,1,0.9166666666666666,2.0
21573,2,0,81944,0.8998225659485167,17,4,0.5416666666666666,2.0
28985,10,0,62239,0.9617602851143748,59,1,0.5,4.0
26315,11,0,81625,0.8489390421279459,95,1,0.5833333333333334,2.0
24852,2,15,169226,0.3774835424857281,20,3,0.5833333333333334,3.0
13541,11,30,170096,2.6430589135025504,41,5,0.375,2.0
4957,5,15,112841,0.871332056812966,88,5,0.375,1.0
27938,4,50,152144,1.742532214995283,67,1,0.0,2.0
43129,11,0,5199,1.6824913439851026,32,6,0.7083333333333334,6.0
40935,26,0,33731,1.1666238674738347,82,2,0.3333333333333333,4.0
42944,6,0,54485,3.03240362021241,97,4,0.5416666666666666,0.0
10749,7,0,171599,0.2457721677482884,68,2,0.8333333333333334,3.0
5876,4,0,74680,3.0255490149670443,58,6,0.375,2.0
20995,1,0,85182,1.126326124062322,34,1,0.2916666666666667,2.0
21195,13,50,190212,1.1092950976338125,96,3,0.5416666666666666,1.0
27247,5,0,11845,0.8942284099548705,13,2,0.4583333333333333,6.0
1516,9,30,39308,1.0806149076900526,51,4,0.7916666666666666,0.0
47209,2,15,62890,1.090087943029382,47,1,0.4166666666666667,3.0
34551,1,0,199880,0.9494209862261056,2,6,0.8333333333333334,0.0
25387,3,0,175658,0.7757942587800922,9,6,0.7916666666666666,3.0
21077,4,15,49878,1.234166196391952,42,0,0.875,5.0
32347,6,0,81342,2.009864161889543,79,6,0.5,2.0
5764,8,0,40253,1.3420516564090204,76,3,0.2916666666666667,3.0
5077,7,0,53488,0.7543128339485555,88,4,0.375,2.0
37646,1,0,35475,0.1644245204842302,93,2,0.625,3.0
28699,9,0,154917,1.3311495687617962,51,2,0.375,3.0
23044,2,0,84092,1.954157593103508,16,4,0.4583333333333333,5.0
3957,16,30,105213,1.401247945547901,55,2,0.6666666666666666,3.0
13176,6,30,149680,1.6687110779941423,51,5,0.375,4.0
10017,6,0,69173,0.8395215000772143,91,5,0.625,1.0
36316,4,0,137629,1.0381986931806346,79,1,0.5833333333333334,5.0
46990,7,0,56886,1.6042351498237244,74,3,0.3333333333333333,3.0
40897,3,0,164055,1.258689748393897,93,5,0.7083333333333334,3.0
40709,14,0,6710,1.675164877075651,9,2,0.375,1.0
5450,5,0,89304,1.3036444480882057,78,3,0.2916666666666667,2.0
35004,21,0,71049,0.7939033612292496,32,6,0.3333333333333333,4.0
27877,6,0,67481,1.424689587131885,52,3,0.625,4.0
25010,5,0,69437,1.0344000684515906,23,6,0.625,4.0
40706,5,0,193551,1.2822416234466394,64,3,0.625,3.0
14429,25,15,165813,0.644757015209368,83,5,0.6666666666666666,4.0
23233,16,0,69437,1.0344000684515906,27,6,0.3333333333333333,1.0
39947,9,0,5003,1.4198063928973388,34,4,0.5416666666666666,3.0
28597,5,15,143714,0.7374317933966048,54,2,0.3333333333333333,1.0
18931,6,0,85296,1.5105534742063624,30,6,0.9583333333333334,1.0
45007,6,0,77880,2.7837683040466725,61,4,0.875,1.0
28842,5,0,137764,0.9479195622615662,26,2,0.9583333333333334,8.0
37646,4,0,138113,0.7593287317635422,95,4,0.5416666666666666,3.0
31759,2,0,8086,0.7585289283110793,99,3,0.4166666666666667,1.0
45916,5,15,44431,2.0113794201445123,47,1,0.25,3.0
40063,10,0,181416,2.463593803524952,85,3,0.5,3.0
21137,10,15,148162,0.7914444502478846,89,2,0.5,3.0
44471,9,0,49210,0.9725506975016406,50,4,0.7083333333333334,3.0
6583,6,0,41356,0.6103346017191054,11,4,0.3333333333333333,2.0
41844,10,15,5101,2.1238071244041885,6,1,0.75,4.0
12392,3,0,47941,1.1274728406066987,44,2,0.75,6.0
19968,14,0,190542,1.0312429910054086,43,6,0.7916666666666666,1.0
22935,9,0,12641,0.8855071026892757,32,0,0.5833333333333334,3.0
27104,14,15,105213,1.9181843295414869,92,4,0.9583333333333334,1.0
46692,23,30,23701,2.2136944645957355,86,4,0.5,2.0
23181,10,0,98601,0.5946550151733704,53,2,0.5,4.0
44359,8,0,100916,0.8259424576071228,86,1,0.6666666666666666,0.0
5024,16,0,150840,1.354484027332841,87,2,0.125,1.0
48946,12,0,205972,1.7366436037529964,35,3,0.4166666666666667,2.0
35951,23,0,166786,1.5288246818406426,93,3,0.6666666666666666,1.0
43504,8,0,139660,1.2438982017133422,59,6,0.3333333333333333,4.0
42768,4,50,138113,2.2115916688524853,80,0,0.625,1.0
21553,2,15,113384,0.828282236333669,23,3,0.5,2.0
48733,6,0,78677,1.8126216876965031,74,0,0.9166666666666666,9.0
41787,15,0,30873,1.3849647756556676,49,6,0.7083333333333334,8.0
12011,2,0,38811,1.251482833226239,26,6,0.5,4.0
27966,11,30,49186,1.6474098705510394,10,1,0.4583333333333333,4.0
5785,7,0,6710,1.4056114555964403,18,2,0.625,4.0
40706,3,0,27036,1.0070252731787308,54,2,0.4166666666666667,1.0
13027,3,15,162455,0.2506060489099108,77,0,0.5,5.0
12115,15,0,154160,1.4950250328266927,2,1,0.4166666666666667,6.0
2962,3,0,133983,0.8883613264378659,3,0,0.7916666666666666,3.0
38928,2,0,73042,1.8032093662944824,42,2,0.5833333333333334,4.0
22935,7,0,81140,0.316773235984261,95,2,0.5416666666666666,1.0
35233,17,15,189425,1.7328218191849785,50,1,0.6666666666666666,1.0
37357,4,15,78267,1.015685279367081,86,2,0.5,1.0
32734,10,30,74315,1.1994396367416131,69,1,0.7916666666666666,6.0
10912,21,50,88698,2.599262117705997,25,2,0.375,3.0
19366,2,0,4382,1.0174186186637213,20,0,0.4166666666666667,1.0
1398,3,15,146540,1.426904324336684,40,4,0.4166666666666667,2.0
8324,4,0,62866,1.3245508986426475,79,3,0.625,2.0
28889,1,0,151386,1.809555817640001,62,1,0.5416666666666666,1.0
8490,11,30,33731,1.6249135049886236,77,2,0.375,0.0
46969,6,50,187755,0.4168409701830173,95,2,0.0,8.0
42701,18,30,187550,1.611896466294746,97,6,0.2916666666666667,2.0
21616,5,0,202833,1.3820288652201922,98,5,0.3333333333333333,3.0
31651,1,30,18085,0.7132002450434349,58,2,0.625,1.0
30776,2,0,94221,0.2699433542051555,14,2,0.5833333333333334,0.0
23765,13,0,166786,1.5288246818406426,19,2,0.6666666666666666,1.0
42667,11,0,4693,0.4446833729832247,32,5,0.5416666666666666,1.0
19678,1,0,94330,2.41549660772529,23,1,0.5833333333333334,3.0
39275,7,0,197343,0.3651011191673139,20,4,0.375,8.0
38383,13,0,50643,1.3699635617492278,46,0,0.4583333333333333,30.0
49235,3,0,185912,0.9568693864428766,57,1,0.5416666666666666,3.0
30252,7,0,122233,2.330961058622224,58,3,0.5833333333333334,1.0
19706,12,0,179496,1.1423169292314448,22,1,0.4166666666666667,5.0
4855,11,0,201623,0.7389763094229773,61,2,0.25,5.0
9507,7,15,148333,2.6246902700063672,98,2,0.4583333333333333,2.0
41950,3,0,51072,1.1271896011881262,55,4,0.7083333333333334,3.0
46041,8,0,37689,0.656347436102263,30,1,0.3333333333333333,2.0
13176,4,0,191820,0.6757084219968003,82,5,0.5833333333333334,5.0
27104,8,0,86661,1.8456411699205308,86,0,0.375,3.0
8021,2,0,23701,0.2184169457831717,93,3,0.5833333333333334,7.0
39545,3,0,151840,1.76207886375573,65,5,0.4583333333333333,1.0
29176,2,0,97290,1.5190154444447248,34,1,0.7916666666666666,4.0
44987,4,0,35048,2.1562474393263136,3,5,0.5416666666666666,6.0
12576,9,15,62866,1.3245508986426475,70,6,0.625,1.0
29565,26,0,79106,0.6345952057553823,92,2,0.9166666666666666,4.0
13269,2,0,202623,1.8048040256974196,54,3,0.4166666666666667,2.0
15462,11,0,4490,0.9150175442343256,57,3,0.2916666666666667,2.0
6442,4,0,104339,1.0430458745983404,28,1,0.6666666666666666,5.0
29447,5,15,24531,3.002377707493693,94,2,0.75,5.0
34668,18,50,75825,0.5321312481145153,89,5,0.2916666666666667,4.0
36107,9,0,168637,0.521267669192571,74,0,0.4166666666666667,1.0
44953,21,0,31552,2.217612356273354,36,1,0.4166666666666667,5.0
23516,5,0,112764,1.2948041005488165,99,2,0.7916666666666666,3.0
9472,4,50,188734,0.9050568327682766,60,4,0.3333333333333333,3.0
13251,4,15,16364,0.0912478202682513,9,3,0.375,2.0
12644,3,50,45938,1.8681319702172368,16,3,0.4166666666666667,3.0
24764,7,0,198990,2.7449316047150942,59,4,0.6666666666666666,2.0
40055,8,0,114835,2.2597940237491265,10,2,0.4583333333333333,4.0
24184,2,0,53684,0.8546107444963038,38,1,0.5416666666666666,2.0
16611,8,0,10934,2.051670754436677,14,3,0.375,2.0
7753,15,15,21253,1.5481242419948442,39,5,0.6666666666666666,3.0
26856,2,0,100982,2.43270740253915,75,6,0.375,1.0
6638,1,30,68716,0.9449860994595932,10,0,0.5833333333333334,7.0
16797,2,0,180385,1.8247050780347112,80,4,0.5833333333333334,0.0
39877,1,30,9333,1.319674520925481,86,5,0.625,2.0
22888,4,50,10600,1.1404352264731867,18,0,0.6666666666666666,1.0
24852,2,0,201629,1.44752163568215,82,1,0.7916666666666666,6.0
37355,4,15,145555,1.6317171775851194,4,1,0.4166666666666667,3.0
27772,4,0,156475,1.6378833791240623,95,3,0.375,2.0
45007,6,15,105213,0.5114434210158713,24,6,0.5,3.0
43789,22,50,138126,1.9513352269507904,10,1,0.5833333333333334,6.0
31727,25,50,175540,1.9551419129616945,42,2,0.3333333333333333,5.0
13176,7,0,11375,0.8295542388491758,78,4,0.7083333333333334,5.0
33055,9,50,109846,0.5813581134405067,18,5,0.5,1.0
36011,2,50,39901,0.1698331213538158,67,5,0.4166666666666667,7.0
14947,7,0,21469,1.870324679838665,57,4,0.7083333333333334,3.0
49235,4,0,175540,1.9551419129616945,24,0,0.7083333333333334,4.0
10749,7,15,126272,1.2718338355430658,46,0,0.5833333333333334,2.0
